fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,density,pH,sulphates,alcohol,free.so2,total.so2,good
6.4,0.23,0.28,6.9,0.037,0.9953,3.05,0.32,9.2,59.7,245.5,1
7,0.21,0.26,1.9,0.046,0.9899,3.13,0.31,12.1,40.6,120.9,0
7.7,0.26,0.51,3.3,0.027,0.992,3.04,0.32,11.3,25.3,95.5,1
7.2,0.34,0.29,8.4,0.051,0.9978,3.48,0.62,9.7,35.3,176.6,0
7.1,0.26,0.32,16.2,0.043,0.9962,3.17,0.38,11.2,36.7,146.4,0
7.1,0.16,0.36,1.5,0.044,0.9899,3.26,0.38,12.8,28.9,96,1
6.1,0.51,0.05,2.6,0.055,0.9947,3.43,0.49,9.2,34.7,153.5,1
7.3,0.3,0.27,8.7,0.049,0.996,3.27,0.36,9.3,42.5,189.9,0
6.8,0.28,0.48,11.4,0.035,0.9974,3.08,0.54,8.9,64.1,130.2,1
7.5,0.2,0.29,20,0.039,1.0002,3.11,0.48,9.3,75.8,233.5,1
8.4,0.27,0.3,2.1,0.035,0.9904,2.89,0.29,11.3,38.2,146,1
5.5,0.4,0.05,12.7,0.033,0.9965,3.28,0.65,9.8,29.2,123.1,1
5.8,0.29,0.23,1.7,0.034,0.989,2.99,0.36,12.1,35.5,109.7,1
6.6,0.23,0.33,1.6,0.024,0.9905,3.28,0.59,11.9,26.3,106.1,1
6,0.22,0.22,12.2,0.049,0.9966,3.34,0.39,9.5,52.6,185.9,0
6.8,0.42,0.13,12.7,0.045,0.9976,3.23,0.48,9.1,28,158.1,0
7.8,0.24,0.36,1.4,0.046,0.9952,3.21,0.55,10.1,17.8,99.8,1
8.1,0.18,0.49,12,0.049,0.9971,3.08,0.46,10.1,48.8,207.9,1
7.4,0.18,0.3,12.8,0.055,0.9989,3.14,0.49,9.1,42.4,187.1,1
5.8,0.26,0.42,5.2,0.028,0.9915,3.4,0.4,12.3,64.3,175.4,1
7.6,0.31,0.55,16.5,0.056,1.0012,2.98,0.58,8.7,58.3,207.4,1
6.4,0.44,0.46,5.5,0.014,0.9897,3.11,0.31,13,39,137.8,1
6.9,0.26,0.23,7.8,0.052,0.9959,3.13,0.48,9,61.1,236.5,0
7.4,0.26,0.35,6.9,0.036,0.994,3.03,0.33,11.1,51.3,168.1,0
7,0.36,0.3,6.6,0.027,0.9935,3.4,0.43,11.5,26.4,82,1
7.3,0.3,0.74,13.4,0.038,0.998,3.02,0.39,8.5,51.1,166.1,0
7.7,0.34,0.46,12.5,0.057,0.9982,2.99,0.53,8.8,65.8,158.2,0
6.1,0.33,0.32,10.8,0.037,0.9951,3.34,0.49,10.3,32.5,102.6,1
8.1,0.43,0.48,9.1,0.032,0.9927,3.16,0.26,12.8,47.6,141.4,1
7.5,0.18,0.31,14.5,0.045,0.9985,3.1,0.5,9.1,42.5,183.3,1
7.8,0.29,0.36,15.3,0.056,0.9997,3.27,0.5,9.6,32.4,116.3,0
7.4,0.17,0.29,8.9,0.064,0.9958,2.94,0.57,9.2,22.4,96.2,0
7,0.33,0.3,1.2,0.035,0.9923,3.29,0.58,10.6,25.1,122.9,1
7.9,0.29,0.73,7.6,0.044,0.9962,3.21,0.63,10.2,59.3,157.1,1
8,0.29,0.22,13.2,0.048,0.9993,3.46,0.58,10.2,43.9,222.4,0
6.2,0.28,0.59,0.8,0.061,0.9924,3.06,0.4,9.6,14,118.2,0
9.1,0.13,0.37,1.2,0.035,0.9915,3.03,0.55,11.7,35.7,80.1,1
6.5,0.28,0.24,1.3,0.034,0.9934,3.13,0.36,9.2,17.4,128.5,0
6.7,0.3,0.26,1.3,0.031,0.9892,3.2,0.4,13,40.6,150.5,1
7.7,0.31,0.24,10.2,0.047,0.9966,3.08,0.4,9.1,48.2,236.9,1
5.5,0.61,0.11,2.7,0.042,0.9936,3.37,0.39,9.3,25.1,85.5,0
6,0.34,0.37,1.7,0.051,0.9947,3.5,0.45,10.4,11.9,202.1,0
6.9,0.2,0.48,10,0.037,0.9965,3.14,0.56,10.2,101.2,166.6,1
8,0.3,0.25,7.9,0.031,0.9945,3.13,0.51,10.5,26.6,91.1,0
5.8,0.33,0.26,1.5,0.028,0.9898,3.39,0.39,11.9,14.2,69,1
7.8,0.2,0.3,12.2,0.052,0.998,3.06,0.53,9,47.2,121.1,1
8.8,0.24,0.23,10.2,0.032,0.9958,3.14,0.4,10.5,10.3,99,1
6.4,0.18,0.21,7.4,0.032,0.9939,3.25,0.59,11,50.3,197,1
6.1,0.33,0.28,5.8,0.046,0.9945,3.48,0.58,10.9,30.5,147.8,1
6.8,0.3,0.47,14.2,0.054,0.9986,3.16,0.59,9.1,31.5,207,0
6.3,0.16,0.24,1.4,0.056,0.9905,3.23,0.46,11.1,20.5,118.1,1
5.8,0.18,0.38,1.1,0.036,0.9885,3.1,0.5,12.6,18.3,77.7,1
7.1,0.27,0.3,12.5,0.046,0.9966,3.04,0.42,9.1,57.5,243.1,1
6.2,0.16,0.35,1.7,0.034,0.9921,3.44,0.69,11,42.9,170.5,1
7.5,0.14,0.38,4.8,0.042,0.9947,3.37,0.57,10.4,32.2,136.1,1
6.3,0.26,0.42,9.8,0.044,0.9961,3.17,0.47,9.1,40.7,156.1,1
7.6,0.37,0.33,3.2,0.028,0.9901,3.02,0.32,12.5,46.2,181,1
7.5,0.36,0.33,1.5,0.026,0.9916,3.23,0.33,11.2,27.5,56.5,1
7.5,0.19,0.3,12.8,0.052,0.9981,3.15,0.48,9,51.9,205,1
6,0.17,0.29,7.5,0.04,0.9925,2.9,0.6,11,33.3,111,1
6.2,0.21,0.27,2.1,0.04,0.9916,3.18,0.47,10.5,22.8,118.5,1
6.7,0.32,0.3,2.4,0.039,0.9889,3.08,0.37,12.7,33.1,79.4,1
5.4,0.25,0.32,1.1,0.05,0.9905,3.38,0.65,11.2,28.8,141.4,1
5,0.33,0.16,1.5,0.048,0.9917,3.48,0.45,10.7,9.9,85.8,1
5.8,0.26,0.17,1.4,0.031,0.9909,3.45,0.4,11.1,40.4,105.6,1
5.7,0.23,0.24,4.3,0.027,0.9907,3.3,0.32,11.4,38.7,151.2,1
5.7,0.32,0.17,1.4,0.029,0.9903,3.44,0.37,10.8,29,106.6,1
8.3,0.24,0.48,9.4,0.038,0.9953,3.01,0.33,10.6,59.7,194.7,1
6.1,0.21,0.38,1.5,0.04,0.9902,3.2,0.42,12.1,35.3,118.1,1
7.1,0.23,0.38,14.2,0.06,0.9979,2.98,0.47,9,54.7,188.3,1
6.4,0.33,0.27,4,0.039,0.9903,3.27,0.65,12.5,21.2,81.7,1
6.6,0.24,0.34,2.9,0.055,0.9932,3.26,0.47,10.3,21.4,147.1,1
6.3,0.3,0.22,14.1,0.038,0.9951,3.07,0.37,10.5,21.7,102.5,1
8.6,0.15,0.34,1.6,0.04,0.9932,2.97,0.36,10,25.5,164.3,0
6.3,0.13,0.43,1,0.044,0.9909,3.09,0.72,11.1,72.1,147.8,1
7.2,0.43,0.35,2.7,0.039,0.9897,3.09,0.44,13.5,36.1,146.1,1
6.1,0.24,0.42,1.2,0.037,0.9898,3.04,0.65,11.8,38.9,96.7,1
6.3,0.31,0.14,4.9,0.052,0.9948,3.22,0.48,9.3,30.9,119.5,0
7.1,0.07,0.49,1.1,0.05,0.9947,3.46,0.42,10.2,17.4,161.7,1
7.7,0.29,0.76,1.8,0.034,0.9912,3.31,0.53,12.9,35.1,162.5,1
7.2,0.22,0.37,2.6,0.029,0.9901,3.15,0.39,12.7,43.4,158.8,1
7.3,0.25,0.28,14.4,0.056,0.9986,3.13,0.37,9,53.6,225.1,1
5.7,0.17,0.58,1.4,0.034,0.9899,3.52,0.58,12,28.1,129.7,1
6.3,0.31,0.3,1.7,0.035,0.9893,3.24,0.39,13,44.3,119.5,1
6.8,0.47,0.32,11.9,0.094,0.9971,3.08,0.43,9.5,21.8,93.6,0
6.5,0.41,0.23,5.5,0.034,0.9902,3.11,0.44,12.9,31.6,93.8,1
5.8,0.25,0.28,0.9,0.044,0.9905,3.36,0.48,11.6,29.6,100.4,1
7.7,0.3,0.34,6.6,0.037,0.9951,3.39,0.63,10.7,29.2,162.8,1
6.2,0.36,0.17,6.4,0.036,0.9946,3.16,0.6,9.7,33.8,189.2,1
6.8,0.47,0.34,8.9,0.044,0.9966,3.21,0.59,9.4,33.2,206.4,0
8.3,0.23,0.37,1.3,0.042,0.9925,2.98,0.36,9.9,36,93.1,0
6.3,0.28,0.41,7.7,0.056,0.996,3.09,0.51,9.1,45.8,237.8,1
7.3,0.16,0.52,1.3,0.053,0.9916,3.22,0.48,11.2,24,149,1
5.2,0.26,0.33,6.3,0.033,0.9943,3.24,0.41,9.2,30,90.3,1
5.9,0.29,0.24,4.3,0.038,0.9925,3.15,0.5,11,39,137.6,0
7.5,0.29,0.67,8,0.038,0.9963,2.92,0.43,8.9,44.8,171.1,1
7.2,0.3,0.71,10.4,0.041,0.9979,3.05,0.45,8.6,64.1,128.8,0
6,0.68,0.51,1.4,0.035,0.9903,3.23,0.44,11.9,33.3,128.3,1
5.9,0.37,0.51,1,0.126,0.9922,3.11,0.45,9.7,65.7,193.4,0
8.7,0.17,0.32,1,0.024,0.9931,2.8,0.37,10.1,13.5,95.3,0
6.5,0.2,0.51,17.6,0.044,0.9999,3.21,0.49,8.7,38.9,122.1,1
6.8,0.31,0.27,11.6,0.027,0.9931,2.95,0.37,11.6,21.9,83.9,1
6.9,0.32,0.52,1.8,0.029,0.9921,3.08,0.45,10.3,5.3,59.4,0
6.6,0.56,0.22,9.1,0.035,0.9968,3.19,0.52,8.9,24.5,140.1,0
6.6,0.22,0.21,7.6,0.049,0.9952,3.2,0.48,9.5,45.9,180.8,0
8.4,0.18,0.74,3.6,0.05,0.9928,3.26,0.39,12.6,28.7,117.8,1
7,0.29,0.32,18.5,0.047,1,3.06,0.56,8.9,54.8,221.1,0
6.6,0.25,0.33,1.9,0.035,0.9925,3.31,0.41,10.9,23.7,85.6,1
6.1,0.3,0.35,8.3,0.031,0.9932,3.42,0.42,11.6,66.9,167.4,1
7,0.14,0.34,1,0.032,0.9899,3.24,0.42,12.3,28.3,78.6,1
6.6,0.19,0.11,1.2,0.046,0.9933,3.29,0.43,10,28.8,107.4,0
7.2,0.29,0.17,7.9,0.04,0.9958,3.16,0.5,9.3,47.3,178.1,0
6.9,0.23,0.3,7.6,0.05,0.9932,3.22,0.59,11.5,40.2,122.5,1
7.7,0.32,0.35,1.1,0.048,0.9909,3.16,0.34,12.1,3.8,124.4,1
7,0.23,0.33,1.2,0.037,0.9921,3.17,0.42,11.1,38.9,125.6,1
6.5,0.26,0.21,12.2,0.052,0.9967,3.1,0.66,9.5,32.1,153,0
5.7,0.34,0.29,3.7,0.035,0.99,3.09,0.34,12.1,69,161,1
7,0.2,0.35,7.9,0.057,0.9953,3,0.6,9.4,18.2,84,0
6.3,0.34,0.35,4.9,0.035,0.9948,3.15,0.48,9.7,33.4,178,0
6.2,0.2,0.2,11.7,0.042,0.9965,3.14,0.5,9.6,72.7,145.1,1
5.2,0.18,0.33,1.9,0.028,0.9896,3.31,0.83,12.1,12.2,64.2,1
7.5,0.31,0.71,1.3,0.159,0.9947,3.09,0.42,9.1,36.1,123.6,0
6.7,0.12,0.33,7.6,0.051,0.9966,3.24,0.49,8.8,53.8,164.3,0
6.6,0.35,0.3,1.4,0.022,0.9905,3.26,0.43,12.4,28.9,110.1,1
8,0.23,0.28,10.9,0.045,0.9966,3.11,0.48,10,38.3,195.3,1
12,0.24,0.37,10.9,0.035,0.9999,2.95,0.55,9.6,14.1,140.1,0
9.3,0.17,0.22,1.5,0.041,0.9942,3.06,0.33,9.5,15.2,63.3,0
6.1,0.24,0.31,3.4,0.029,0.9899,3.19,0.32,12,35.8,160.3,1
5.2,0.15,0.36,0.8,0.029,0.9916,3.25,0.51,10.2,24,86.1,1
7.8,0.46,0.18,3.2,0.055,0.9941,3.13,0.52,10.8,20.4,153.7,1
7.2,0.17,0.24,7.2,0.053,0.9968,3.38,0.56,10.1,36.4,219.8,0
6.3,0.21,0.26,4.6,0.04,0.9927,3.07,0.77,10.5,108.4,179,1
6.7,0.18,0.27,1,0.028,0.9909,3.14,0.46,10.9,33.9,110.3,1
6.9,0.3,0.3,1.4,0.055,0.9938,3.29,0.56,9.9,24.1,183.9,0
6.1,0.33,0.27,2.7,0.024,0.991,3.41,0.68,12.2,18.7,97.2,1
5.7,0.11,0.27,5.5,0.034,0.9935,3.09,0.58,10,20.3,86.2,1
5.7,0.24,0.2,1.7,0.042,0.9913,3.3,0.61,11,19.8,96.3,1
8.4,0.32,0.35,15,0.04,0.9984,3.09,0.31,9.9,40.7,190.3,1
6.8,0.29,0.38,1.6,0.037,0.9919,3.27,0.72,11.8,13.6,101.3,0
8,0.3,0.48,9.4,0.046,0.9964,3.15,0.47,9.9,43.9,161.6,0
6.9,0.18,0.3,12.9,0.062,0.9979,3,0.5,8.9,16.8,186,1
6.6,0.32,0.49,4.7,0.034,0.9945,3.1,0.47,9.9,31.5,163.2,1
6.6,0.31,0.27,7.7,0.054,0.9959,3.17,0.46,8.8,59.7,241.4,0
6.2,0.35,0.13,9,0.037,0.9962,3.28,0.49,9.2,39.9,152,0
5.9,0.27,0.18,6.9,0.056,0.9958,3.22,0.42,9,51.1,175.4,0
8.8,0.33,0.33,9.6,0.035,0.9966,3.06,0.38,10.3,43.7,161.5,0
9.3,0.29,0.32,10.7,0.029,0.9958,2.86,0.4,10.5,15.1,103.9,0
6.3,0.23,0.29,1.7,0.052,0.9932,3.2,0.49,9.5,44.9,152.5,0
7.8,0.16,0.48,1.3,0.045,0.9904,3.17,0.4,11.9,36.4,130,1
6.4,0.17,0.25,10,0.047,0.9958,3.34,0.5,10,27.8,93.6,1
8.5,0.31,0.21,5.7,0.038,0.9932,2.96,0.54,10.9,24.9,67.6,0
6.9,0.28,0.13,1.3,0.043,0.9919,3.19,0.4,9.9,89.9,168.3,0
7.5,0.17,0.38,12.6,0.044,0.997,3.16,0.82,10.5,72.7,150.3,1
6.4,0.18,0.37,1.1,0.034,0.991,3.17,0.49,11.1,24.2,129.3,1
5.9,0.2,0.26,1.8,0.03,0.9909,3.31,0.47,11.5,24.5,117.7,1
5.2,0.22,0.46,6.3,0.066,0.9935,3.2,0.43,9.9,39.5,204.2,0
7.4,0.3,0.22,5.2,0.054,0.9926,3.13,0.45,11.7,36.7,185.5,1
7.8,0.26,0.41,15.2,0.041,0.9976,2.99,0.6,10,37.3,185.2,1
5.6,0.13,0.32,5.3,0.037,0.9926,3.3,0.4,10.6,8.8,87,1
9.1,0.24,0.37,5.9,0.044,0.9952,2.94,0.34,10.3,48.8,137.2,1
5.8,0.21,0.38,0.7,0.028,0.9899,3.09,0.33,10.9,2.9,21.8,0
6.5,0.27,0.24,2.3,0.045,0.9939,3.47,0.64,10.7,75.4,139,1
7.1,0.3,0.5,13.3,0.056,0.9981,3.01,0.49,9.1,70,179,0
5.8,0.24,0.26,12.3,0.049,0.9971,3.07,0.45,9.3,44,102.5,1
6.5,0.28,0.3,3,0.037,0.9906,3.17,0.61,12,37,96.5,1
8.8,0.32,0.43,6.4,0.025,0.9922,2.94,0.4,12.5,8.9,76.5,1
6.1,0.14,0.26,11,0.036,0.996,3.13,0.37,9.1,38.5,139.2,1
7.1,0.55,0.3,13.3,0.049,0.9972,3.22,0.48,9.5,46.9,296.5,0
5.2,0.17,0.24,1.1,0.053,0.9925,3.32,0.48,9,22.3,127,0
7.9,0.12,0.29,1.7,0.04,0.9953,3.44,0.41,9.2,39.9,181.7,0
7.4,0.29,0.22,12,0.054,0.9974,3.09,0.63,9.1,21.6,156.8,0
5.9,0.14,0.28,1.9,0.05,0.992,3.43,0.64,10.8,20.7,65.3,1
8.6,0.2,0.41,1,0.046,0.9918,3,0.35,10.4,30.1,97.4,0
7,0.32,0.32,1.2,0.052,0.9905,3.13,0.28,11,36.3,155.7,1
8.6,0.29,0.46,6.2,0.032,0.9931,2.9,0.32,10.8,12,39.1,0
6.3,0.17,0.49,18,0.055,1.0004,2.96,0.62,8.4,50,209.4,1
7.3,0.32,0.23,7.2,0.032,0.9938,3.18,0.39,10.5,27.1,134.2,1
7.4,0.27,0.24,4,0.044,0.9922,3.1,0.39,11.1,31.3,122,1
7.8,0.26,0.49,3.2,0.027,0.9917,3.03,0.32,11.3,26.1,102.1,1
6.9,0.21,0.3,2.6,0.034,0.9913,3.04,0.54,11.3,54.6,134.6,1
6.6,0.34,0.27,1.8,0.042,0.9928,3.12,0.37,9.6,44.6,181.3,1
7,0.36,0.29,6.4,0.027,0.9932,3.4,0.42,11.4,27.4,88.8,1
5.7,0.32,0.21,2.5,0.025,0.9894,3.37,0.8,13.9,17.7,133,1
7.7,0.36,0.47,13.6,0.035,0.9986,3.04,0.49,9.3,38,132.6,0
7.5,0.21,0.79,12.3,0.038,0.9979,2.95,0.46,9,71.1,203,0
7.7,0.32,0.34,18.3,0.054,1.001,3.22,0.54,8.9,40.8,201.9,0
6.9,0.38,0.49,11.1,0.072,0.997,2.98,0.9,9.4,41.8,124.6,0
6.8,0.26,0.28,11.8,0.054,0.9957,3.02,0.57,10.5,50.4,166,1
6,0.43,0.24,1.5,0.048,0.993,3.32,0.49,10.4,17.1,159.9,1
7.2,0.26,0.52,12.8,0.048,0.9984,3.06,0.47,9,61.3,146.2,1
6,0.21,0.4,1.4,0.034,0.9884,3.11,0.51,12.7,35.8,98.9,1
6.7,0.3,0.49,7.8,0.051,0.9966,3.13,0.45,8.9,43.3,230.6,0
5.3,0.25,0.23,1.5,0.048,0.9898,3.32,0.62,11.4,18.9,84.8,0
6.6,0.26,0.49,7.2,0.045,0.9957,3.25,0.44,9.3,54,204.3,1
6.8,0.26,0.13,1.3,0.04,0.9917,3.18,0.4,10,95,156.9,0
8.7,0.34,0.37,2.3,0.036,0.9916,2.95,0.99,12.6,20.4,136.3,1
7.3,0.29,0.28,15,0.045,0.9966,3.17,0.38,10.9,5.9,42.6,1
9.7,0.14,0.57,1.5,0.05,0.9957,2.97,0.62,9.4,23.7,160.9,0
7.1,0.36,0.21,13.8,0.052,0.9986,3.1,0.51,9,61,250,1
5.9,0.68,0.07,1.3,0.061,0.9929,3.11,0.36,8.6,7.9,93.3,0
6.9,0.19,0.38,9.8,0.056,0.9957,2.98,0.56,10.5,36.1,105.5,1
8.2,0.21,0.3,1.2,0.038,0.9927,2.99,0.73,10.4,8,55.7,0
5.9,0.35,0.48,2.1,0.112,0.9932,3.07,0.49,9,11.2,130,0
6.8,0.17,0.33,1.6,0.044,0.9924,3.44,0.5,10.8,64.7,146.2,0
7.7,0.43,0.18,7,0.04,0.995,3.23,0.36,10.1,55.5,148.8,1
6.4,0.16,0.33,1.3,0.033,0.9908,3.34,0.64,12.5,46.9,197.9,1
6.3,0.37,0.44,12.1,0.041,0.9972,3.16,0.59,9.7,58.7,217.2,1
7.7,0.38,0.27,9.9,0.06,0.9954,3.04,0.42,11,33.2,198.8,1
7.5,0.2,0.31,12.6,0.055,0.9984,3.15,0.5,9.1,37.1,235.6,1
6,0.16,0.29,4.4,0.033,0.9929,3.42,0.49,11,50.6,147.8,1
7.2,0.28,0.74,13.6,0.04,0.9982,3,0.4,8.6,45.2,166.4,0
5.4,0.43,0.19,1.7,0.039,0.9923,3.53,0.4,10.1,27.3,82.4,1
7.2,0.27,0.38,2,0.035,0.9909,3.28,0.44,12.2,31.5,133.8,1
6.5,0.18,0.32,1,0.04,0.9928,3.39,0.53,10.2,25.4,81.7,1
6.8,0.31,0.21,7.2,0.045,0.9958,3.22,0.49,9.5,51.7,190.4,0
5.1,0.33,0.15,1.6,0.048,0.9915,3.49,0.44,10.8,10.3,103,1
6.9,0.39,0.41,4.5,0.022,0.9911,3.31,0.37,12.6,4.5,20.9,0
7.4,0.43,0.36,4.4,0.04,0.9915,3.14,0.45,12.8,24.2,116.1,1
8.9,0.18,0.49,1.2,0.039,0.9932,3.1,0.5,10.5,38.7,128.3,1
7.9,0.21,0.38,1.9,0.057,0.9915,3.06,0.53,10.9,19.6,139.4,0
8,0.54,0.42,12.4,0.211,0.9985,3,0.55,9.4,45.7,237.8,0
6.3,0.19,0.36,10.1,0.042,0.9958,3.15,0.51,9.7,33,95.4,1
8,0.3,0.36,11,0.035,0.9935,3.03,0.42,12.2,7.5,64.4,1
6.4,0.44,0.34,1.1,0.048,0.9922,3.08,0.41,11.4,9.1,68.7,0
6,0.45,0.64,9.8,0.079,0.9957,3.03,0.46,9.3,10.2,149.9,0
6.8,0.24,0.26,5.2,0.023,0.9942,3.15,0.73,10.7,35.5,127.1,1
6.9,0.22,0.34,12.8,0.055,0.9979,3.41,0.42,9.9,52,166.6,1
7.4,0.16,0.31,13.6,0.056,0.9982,2.9,0.44,8.8,27.3,172,1
8,0.29,0.48,1.1,0.039,0.9934,3.12,0.4,9.9,31.6,136.8,1
6.7,0.17,0.48,2,0.043,0.9928,3.13,0.45,10.5,31.6,125.9,1
7.3,0.2,0.32,1.6,0.061,0.9964,3.72,0.68,10.5,30.7,99,1
7.5,0.15,0.4,1.7,0.041,0.9952,3.52,0.47,10,19.8,163.3,0
5.7,0.13,0.28,5.2,0.041,0.9947,3.35,0.48,9.2,20.1,94.3,1
6.1,0.24,0.26,1.5,0.045,0.992,3.39,0.6,11,25.9,139.1,1
6.3,0.26,0.37,8.1,0.046,0.9952,3.2,0.47,9.2,64.2,202,1
7.9,0.26,0.49,9.1,0.043,0.9979,3.35,0.49,10.1,35.9,163.2,1
8.1,0.33,0.43,9,0.046,0.998,3.37,0.47,9.4,18.8,142.3,0
6.7,0.24,0.31,1.6,0.035,0.9919,3.44,0.48,11.3,23.6,125.6,1
6.3,0.32,0.41,17.1,0.038,0.9989,3.27,0.58,9.5,62.2,161.1,1
8.1,0.21,0.43,14.6,0.044,1.0002,3.21,0.68,8.7,41,172.6,1
6.2,0.27,0.32,1.2,0.034,0.9898,3.36,0.4,12.5,22.7,111.5,1
7.4,0.23,0.36,6.8,0.017,0.9937,3.01,0.48,10.5,16.2,105.8,1
7.2,0.18,0.38,14.5,0.05,0.9997,3.36,0.79,9.1,46.1,189.3,0
7.3,0.17,0.24,8.2,0.122,0.9952,3.17,0.39,10.3,35.8,168,1
6.5,0.22,0.36,0.9,0.027,0.9892,3.23,0.35,12.4,32.8,90.4,1
7.2,0.41,0.25,7,0.056,0.995,3.19,0.4,10.1,43.6,141.8,1
5.6,0.32,0.37,4.9,0.032,0.9912,3.44,0.43,11.7,22.5,70.4,1
5.9,0.21,0.28,1,0.043,0.9902,3.4,0.39,11.4,48.8,99,1
6,0.29,0.42,1.8,0.022,0.9893,3.23,0.97,13.2,18.1,83.8,1
8.5,0.22,0.43,3.2,0.035,0.9927,3.15,0.34,11.5,16,112.6,0
7.2,0.18,0.6,16.1,0.042,0.9985,3.04,0.34,9,15.7,112.2,1
6.9,0.63,0.43,12.1,0.068,0.997,3.2,0.33,9.2,24.3,109.3,0
6.9,0.17,0.74,2.2,0.053,0.9952,3.62,0.74,10.5,73.2,179,1
6.1,0.33,0.45,4.8,0.031,0.9911,3.29,0.63,12.5,22.1,80.3,1
6.3,0.32,0.3,2.3,0.039,0.9935,3.2,0.62,9.8,7.3,171.3,1
6,0.37,0.37,4.7,0.037,0.991,3.3,0.62,12.6,41.2,125.9,1
6.5,0.4,0.25,4.1,0.032,0.9895,3.26,0.5,13,16.9,91.2,1
9.2,0.28,0.44,3.2,0.058,0.9958,3.14,0.58,9.6,35.8,137.6,0
7.4,0.31,0.23,1.9,0.052,0.9958,3.27,0.68,8.8,51.4,191.4,0
6.8,0.47,0.08,1.2,0.033,0.991,3.02,0.32,10.6,16.9,118.5,0
6.2,0.43,0.47,6.5,0.045,0.9963,3.28,0.57,8.9,10.1,103.5,0
6.8,0.23,0.31,2.2,0.045,0.99,3.27,0.45,13,41.4,101.3,1
6.3,0.32,0.15,7.2,0.045,0.9947,3.18,0.47,9.7,32.3,149.6,1
6.5,0.25,0.34,14,0.069,0.9993,3.56,0.47,9.8,41.3,139.7,0
7.3,0.18,0.27,13.8,0.06,0.9981,2.93,0.41,8.8,45.6,145.6,1
7,0.39,0.33,5.2,0.167,0.9967,3.2,0.48,9.4,29,159.6,0
6.4,0.26,0.29,2.7,0.038,0.9911,3.31,0.42,11.4,25.2,95.9,1
5.3,0.25,0.33,8.8,0.06,0.9939,3.29,0.31,10.6,15.4,107.3,0
6.4,0.3,0.14,7.2,0.044,0.9958,3.22,0.41,9.1,59.3,172.3,0
7,0.23,0.33,1.6,0.049,0.9913,3.1,0.48,11.3,20.5,94.4,1
8.3,0.27,0.49,5.1,0.04,0.994,3.12,0.33,10,17.3,99.6,1
6.4,0.38,0.19,4.4,0.036,0.9914,3.06,0.42,11.2,30.6,112.8,1
8.4,0.18,0.42,1.7,0.045,0.9942,3.07,0.64,11.2,8.7,100.3,0
6.6,0.23,0.36,1.3,0.05,0.9903,3.18,0.48,11.8,18.8,93.2,1
7.1,0.31,0.42,1.4,0.034,0.9945,3.42,0.6,10.3,12.3,72.4,0
6.6,0.27,0.37,7.9,0.032,0.9913,3.04,0.42,13.2,57.3,241,1
7.1,0.16,0.29,9.6,0.056,0.9979,3.41,0.37,9.8,49.2,209.8,1
7.5,0.7,0.11,12.9,0.043,0.9975,3.1,0.5,9,39.4,204.7,0
6.7,0.54,0.03,2.4,0.031,0.9907,3.15,0.33,11.8,51.4,91.3,0
8.2,0.36,0.36,1.1,0.035,0.9905,3.03,0.32,11.8,16.6,118.8,1
6.9,0.32,0.62,7.5,0.038,0.9915,3.23,0.44,13.4,45.4,131.9,1
8.8,0.27,0.28,0.6,0.024,0.9898,3.01,0.36,12.6,27.1,118.1,1
7.6,0.32,0.32,8.8,0.054,0.9969,3.11,0.54,9.2,24.1,142.6,0
7.5,0.31,0.27,8.8,0.048,0.9966,3.27,0.36,9.2,49.8,192.2,0
6.6,0.29,0.26,11.1,0.029,0.9939,3.09,0.36,11.2,2,98.7,0
7.6,0.23,0.29,8.5,0.053,0.9962,3.12,0.32,9.6,61.2,152.8,1
6.8,0.24,0.26,12.6,0.055,0.9979,3.42,0.44,9.7,36,177.2,0
6.5,0.25,0.31,12.6,0.059,0.9984,3.51,0.46,9.8,59,169.5,1
6.3,0.38,0.15,8.8,0.036,0.9963,3.27,0.5,9.2,36.1,179.1,0
9.6,0.45,0.38,2.8,0.037,0.9956,2.98,0.38,9.1,36.7,155.9,0
6.6,0.35,0.54,16.2,0.046,0.9987,3.04,0.56,8.9,46.2,162.5,0
5.6,0.27,0.27,3.8,0.042,0.9924,3.36,0.42,10.6,62.4,152.5,1
8.6,0.22,0.31,1.3,0.029,0.9923,2.81,0.3,10.4,32.2,99.4,0
6.9,0.27,0.33,14.7,0.043,0.9992,3.36,0.68,8.8,45.6,179.6,1
7.3,0.33,0.27,7.1,0.055,0.9961,3.08,0.48,8.7,51.8,217.2,0
7.3,0.15,0.27,4.6,0.079,0.9938,3.24,0.41,10.9,33.6,156.8,1
6.7,0.23,0.3,2.1,0.024,0.9898,3.26,0.45,12.7,17.9,76.2,1
7.5,0.3,0.78,12.1,0.042,0.9985,2.98,0.43,8.8,60.8,158.2,0
6.7,0.31,0.09,1.2,0.038,0.9922,3.17,0.46,10,51.8,145.6,0
6.7,0.23,0.34,10.2,0.031,0.9961,3.18,0.53,9.9,7.7,87,1
7.9,0.23,0.48,6.8,0.047,0.9961,3.22,0.7,10,13,152.6,0
6.1,0.29,0.33,3.9,0.035,0.9919,3.24,0.47,10.9,41,155.6,1
6.6,0.28,0.31,1.7,0.036,0.9906,3.28,0.68,11.3,24.6,69.2,1
6.6,0.28,0.28,1.6,0.036,0.9884,3.08,0.42,13.5,42.9,104.4,1
